rooms,price,flat_area,district,address,latitude,longitude,subway,prestigious
2,29552.0,132.0,Печерський,"Саперне Поле вул., 12",50.41752243,30.52994537,Либідська,3
3,19000.0,165.0,Печерський,"Велика Васильківська вул. (Червоноармійська), 130",50.41688919,30.52323341,Либідська,3
2,22000.0,95.0,Шевченківський,"Пушкінська вул., 31б",50.44191742,30.51761055,,3
2,15700.0,87.0,Оболонський,"Балтійський пров., 3А",50.49888992,30.46729279,,2
5,55410.0,429.0,Шевченківський,"Рейтарська вул., 28",50.45336533,30.50911903,,3
2,30000.0,130.0,Печерський,"Саперне Поле вул., 14/55",50.41942215,30.53042984,Палац Україна,3
1,13000.0,70.0,Дніпровський,"Каховська вул., 62б",50.46349335,30.59081841,,1
1,13000.0,66.0,Голосіївський,"Антоновича вул. (Горького), 102",50.42386246,30.51535606,Палац Україна,3
1,27000.0,80.0,Печерський,"Василя Тютюнника вул. (Барбюса Анрі), 53",50.41678619,30.52880669,Либідська,3
3,20317.0,131.0,Голосіївський,"Казимира Малевича вул. (Боженка), 37/41",50.42594147,30.51308441,Олімпійська,3
2,14000.0,140.0,Дарницький,"Мишуги Олександра вул., 8",50.396698,30.63688278,,1
2,9500.0,93.5,Шевченківський,"Печенізька вул., 8",50.46809387,30.48797226,,3
1,17000.0,72.0,Подільський,"Тираспольська вул., 60",50.4811821,30.42612457,,3
2,35093.0,127.0,Печерський,"Василя Тютюнника вул. (Барбюса Анрі), 51/1а",50.41756439,30.52821732,Либідська,3
1,35093.0,122.0,Печерський,"Василя Тютюнника вул. (Барбюса Анрі), 51",50.41811752,30.52791595,Либідська,3
3,29552.0,210.0,Печерський,"Лабораторний пров., 6",50.42630386,30.52474594,Олімпійська,3
2,10000.0,90.0,Печерський,"Євгена Коновальця вул. (Щорса), 15",50.42527771,30.52554131,Палац Україна,3
3,19000.0,168.0,Дарницький,"Урлівська вул., 8",,,,1
2,20000.0,84.0,Дарницький,"Зарічна вул., 1в",50.39575195,30.60063934,,1
2,10000.0,76.0,Печерський,"Євгена Коновальця вул. (Щорса), 15/2",50.42510605,30.52496338,Палац Україна,3
2,21794.6,130.0,Печерський,"Бессарабська пл., 5а",50.44327164,30.52246857,,3
1,9500.0,64.0,Шевченківський,"Саксаганського вул., 87",50.44113922,30.49951363,,3
3,15500.0,128.0,Дарницький,"Срібнокільська вул., 14",50.39909363,30.62282944,,1
1,9000.0,78.0,Дарницький,"Чавдар Єлизавети вул., 4",50.39258957,30.62253952,,1
3,30000.0,158.0,Солом'янський,"Донця Михайла вул., 2а",50.43574905,30.43154335,,2
1,8000.0,61.0,Подільський,"Почайнинська вул., 50/49",50.47225952,30.51513481,Контрактова площа,3
2,20500.0,90.0,Печерський,"Верхня вул., 3",50.42193604,30.54934502,,3
2,15000.0,104.0,Дніпровський,"Юрія Поправки вул. (Миколи Лебедєва), 14",50.45766068,30.62759209,,1
1,8000.0,62.0,Подільський,"Почайнинская, 50/49",50.47225952,30.51513481,Контрактова площа,3
1,14500.0,89.0,Дніпровський,"Євгена Маланюка вул. (Сагайдака Степана), 101ш",50.45891953,30.58578491,,1
2,44328.0,190.0,Шевченківський,"Шевченка Тараса бульв., 11",50.44258881,30.51583672,,3
2,33246.0,85.0,Печерський,"Предславинська вул., 55а",50.41587067,30.52728844,Либідська,3
1,12000.0,42.0,Голосіївський,"Максимовича вул. (Трутенка Онуфрія), 26",50.39274216,30.47305489,Васильківська,3
1,14500.0,83.0,Дніпровський,"Микільсько-Слобідська вул., 8",50.46063614,30.5833683,,1
2,16000.0,90.0,Печерський,"Федорова Івана вул., 9",50.42778397,30.51956177,Олімпійська,3
5,129290.0,310.0,Подільський,"Щекавицька вул., 30/39",50.46977615,30.512537,Контрактова площа,3
2,66492.0,210.0,Печерський,"Іоана Павла II вул. (Лумумби Патріса), 6/1",50.42050171,30.53056717,Палац Україна,3
6,203170.0,650.0,Печерський,"Звіринецька вул., 10",50.41171265,30.5539608,,3
2,33246.0,93.0,Подільський,"Андріївський узвiз, 2в",50.46195602,30.51712227,Контрактова площа,3
2,36903.06,110.0,Печерський,"Лесі Українки бульв., 7в",50.43465805,30.53124046,,3
2,18470.0,135.0,Дніпровський,"Микільсько-Слобідська вул., 1а",50.45454407,30.59316635,,1
2,18470.0,134.0,Дніпровський,"Шумського Юрія вул., 3г",50.42417145,30.60391808,,1
2,15000.0,98.0,Оболонський,"Балтійський пров., 3а",50.49865723,30.46711922,,2
1,16500.0,74.0,Дніпровський,"Євгена Сверстюка вул. (Раскової Марини), 6в",50.44661331,30.60476494,,1
2,14000.0,94.0,Святошинський,"Петрицького Анатолія вул., 15",50.44650269,30.38145065,,2
1,12000.0,60.0,Печерський,"Шота Руставелі вул., 25",50.43793869,30.51937103,,3
1,12600.0,60.0,Оболонський,"Героїв Дніпра вул., 47",50.52407837,30.50452042,Героїв Дніпра,2
1,29552.0,103.0,Печерський,"Предславинська вул., 53",50.41633606,30.52649879,Либідська,3
2,25858.0,70.0,Голосіївський,"Жилянська вул., 68",50.43644714,30.50302315,,3
2,15800.0,98.0,Оболонський,"Балтійський пров., 5",50.49824524,30.46888542,,2
2,7000.0,72.0,Дніпровський,"Воскресенський бульв. (Перова), 24а",50.4799881,30.59597206,,1
2,12000.0,107.0,Печерський,"Кловський узвiз, 4",50.44245148,30.53813934,,3
2,11700.0,83.0,Печерський,"Миколи Міхновського бульв. (Дружби Народів), 3а",50.4122467,30.52851295,Либідська,3
2,51716.0,133.0,Печерський,"Деловая, 1/2",50.43330002,30.51670074,Олімпійська,3
1,10000.0,66.0,Оболонський,"Автозаводська вул., 5а",50.49918365,30.45933723,,2
2,22164.0,105.0,Печерський,"Євгена Коновальця вул. (Щорса), 7/9",50.42375946,30.52061081,Палац Україна,3
1,11000.0,90.0,Дніпровський,"Воскресенська вул., 16б",50.46949387,30.60395622,,1
2,36940.0,148.0,Печерський,"Євгена Коновальця вул. (Щорса), 34а",50.42731857,30.53315544,,3
4,59104.0,235.0,Шевченківський,"Глибочицька вул., 32В",50.46211243,30.49295616,,3
2,20000.0,180.0,Шевченківський,"Дмитрівська вул., 46",50.45111084,30.49006653,,3
2,14000.0,129.0,Дніпровський,"Юрія Поправки вул. (Миколи Лебедєва), 4/39а",50.4550705,30.62951279,,1
1,20000.0,80.0,Дніпровський,"Князя Романа Мстиславича вул. (Жмаченка генерала), 28",50.4699707,30.61109352,,1
2,18000.0,93.0,Голосіївський,"Глушкова академіка просп., 9г",50.37118912,30.4627018,Іподром,3
2,29552.0,111.0,Печерський,"Мечникова вул., 4/1",50.43711853,30.5280838,,3
2,29552.0,103.0,Печерський,"Лесі Українки бульв., 1/4",50.43723297,30.52818108,,3
2,27705.0,88.0,Шевченківський,"Білоруська вул., 36а",50.46555328,30.47280312,,3
3,51716.0,155.0,Печерський,"Болсуновська вул. (Струтинського), 2",50.42137527,30.55251503,,3
5,55410.0,438.0,Печерський,"Кропивницького вул., 10",50.44101334,30.52428627,,3
3,23000.0,218.0,Голосіївський,"Антоновича вул. (Горького), 72",50.42658615,30.51414108,Олімпійська,3
2,12500.0,93.0,Голосіївський,"Голосіївський просп. (40-річчя Жовтня), 15б",50.40227127,30.51920319,Деміївська,3
3,37000.0,225.0,Святошинський,"Кольцова бульв., 14д",50.42344284,30.38031387,,2
5,80000.0,370.0,Шевченківський,"Павлівська вул., 11",50.45279694,30.49183083,,3
3,12000.0,134.0,Деснянський,"Червоної Калини просп. (Маяковського Володимира), 72",50.52759933,30.62090492,,1
2,18000.0,91.0,Голосіївський,"Глушкова академіка просп., 9Г",50.37118912,30.4627018,Іподром,3
4,184700.0,305.0,Печерський,"Саперне Поле вул., 3",50.41934204,30.53025818,Палац Україна,3
5,554100.0,487.0,Печерський,"Ломаківська вул. (Мічуріна), 56/2",50.42175674,30.56247902,,3
1,24011.0,82.0,Шевченківський,"Берестейський просп. (Перемоги), 5в",50.4465332,30.48665428,,3
2,15000.0,105.0,Дніпровський,"Соборності просп. (Возз'єднання), 30",50.43882751,30.61017227,,1
3,23000.0,108.0,Шевченківський,"Гоголівська вул., 27",50.4519043,30.49440193,,3
1,73880.0,114.0,Печерський,"Федорова Івана вул., 2А",50.42884827,30.51995659,Олімпійська,3
1,11750.0,55.0,Солом'янський,"Кадетський Гай вул., 10",50.41168213,30.4734993,,2
1,12000.0,74.0,Дарницький,"Руденко Лариси вул., 21",50.39361954,30.64357376,,1
2,11500.0,72.5,Дніпровський,"Дарницький бульв., 4",50.46013641,30.61600494,,1
1,23000.0,102.0,Шевченківський,"Берестейський просп. (Перемоги), 26 а",50.451828,30.46750832,,3
1,11000.0,68.0,Дарницький,"Бориса Гмирі вул., 18",50.39105606,30.63084412,,1
2,25858.0,134.0,Шевченківський,"Сікорського Ігоря вул. (Танкова), 4г",50.4651947,30.42817307,,3
3,44328.0,180.0,Печерський,"Драгомирова вул., 2а",50.41358185,30.54451752,,3
2,25858.0,94.0,Голосіївський,"Паньківська вул., 20/82",50.43829727,30.50107956,,3
3,44328.0,200.0,Голосіївський,"Голосіївський просп. (40-річчя Жовтня), 60",50.40110397,30.51210022,Голосіївська,3
2,19910.66,148.0,Дніпровський,"Шумського Юрія вул., 3-г",50.42417145,30.60391808,,1
4,44328.0,274.0,Подільський,"Хорива вул., 39-41",50.46858978,30.51841736,Контрактова площа,3
4,66492.0,244.0,Шевченківський,"Хмельницького Богдана вул., 33/34",50.44671249,30.508358,,3
3,55410.0,217.0,Печерський,"Драгомирова вул., 16Б",50.41086197,30.54449463,,3
