rooms,price,flat_area,district,address,subway,prestigious,Closest_subway,Closest_subway_location,Distance to subway in (m),Time to walk to subway,Distance to subway in seconds,target_location,Distance to subway in (km),Duration to subway in mins
1,7990.0,78.0,Оболонський,"Героїв Дніпра вул., 23",Героїв Дніпра,2,Heroyiv Dnipra,"50.52273400000001, 30.49887",661.0,8 mins,476.0,"50.52120209,30.49181938",0.7,8.0
1,29552.0,113.0,Голосіївський,"Голосіївський просп. (40-річчя Жовтня), 68",Голосіївська,3,Holosiivska,"50.3973835, 30.5082507",341.0,5 mins,303.0,"50.39936447,30.51091576",0.3,5.0
1,17000.0,86.0,Солом'янський,"Березова вул., 46",Васильківська,2,Vasylkivska,"50.393331, 30.488194",2642.0,34 mins,2029.0,"50.39783478,30.46747017",2.6,34.0
1,17000.0,83.4,Подільський,"Олександра Олеся вул., 4",,3,Syrets,"50.47676180000001, 30.4327791",3891.0,48 mins,2865.0,"50.50029373,30.42539787",3.9,48.0
2,13800.0,83.0,Подільський,"Всеволода Змієнка вул., 21",,3,Syrets,"50.47676180000001, 30.4327791",5317.0,1 hour 5 mins,3929.0,"50.50527191,30.41227341",5.3,65.0
1,8500.0,73.0,Голосіївський,"Жилянська вул., 76",,3,Universytet,"50.4432683, 30.5046312",1107.0,15 mins,908.0,"50.4375267,30.50172615",1.1,15.0
1,11000.0,57.0,Дарницький,"Харківське шосе, 210",,1,Boryspilska,"50.4033925, 30.68435999999999",799.0,10 mins,617.0,"50.406353,30.67565727",0.8,10.0
1,11500.0,68.0,Голосіївський,"Юлії Здановської вул. (Ломоносова), 85б",Іподром,3,Ipodrom,"50.37657470000001, 30.4688445",1130.0,14 mins,868.0,"50.38280106,30.46264839",1.1,14.0
2,18000.0,84.0,Дарницький,"Зарічна вул., 1а",,1,Slavutych,"50.3942606, 30.6048644",1361.0,17 mins,1027.0,"50.39605713,30.59874916",1.4,17.0
3,18000.0,170.0,Дарницький,"Бориса Гмирі вул., 9В",,1,Pozniaky,"50.3978642, 30.6347451",1001.0,13 mins,760.0,"50.3920517,30.62989807",1.0,13.0
2,21000.0,125.0,Печерський,"Лютеранська вул., 8",,3,,,,,,"nan,nan",,0.0
1,8000.0,56.0,Дніпровський,"Навої Алішера просп., 67",,1,Darnytsia,"50.455958, 30.61296999999999",2563.0,32 mins,1919.0,"50.47076416,30.5992012",2.6,32.0
1,12000.0,49.6,Шевченківський,"Юрія Іллєнка вул. (Мельникова), 87",,3,Dorohozhychi,"50.4735721, 30.4487602",1132.0,14 mins,841.0,"50.47082138,30.46274185",1.1,14.0
1,9000.0,80.0,Святошинський,"Коласа Якуба вул., 13",,2,Zhytomyrska,"50.45624509999999, 30.3654504",3895.0,47 mins,2846.0,"50.43665695,30.37664223",3.9,47.0
3,19000.0,175.0,Голосіївський,"Самійла Кішки вул. (Конєва), 9",Іподром,3,Ipodrom,"50.37657470000001, 30.4688445",1439.0,19 mins,1111.0,"50.3845787,30.45762444",1.4,19.0
1,6000.0,50.5,Святошинський,"Роллана Ромена бульв., 5в",,2,Zhytomyrska,"50.45624509999999, 30.3654504",4145.0,51 mins,3056.0,"50.42857361,30.36936951",4.1,51.0
1,18000.0,90.0,Оболонський,"Володимира Івасюка просп. (Героїв Сталінграда), 4",,2,Pochaina,"50.486079, 30.49784800000001",2505.0,31 mins,1850.0,"50.49254608,30.52513504",2.5,31.0
2,11000.0,76.0,Дніпровський,"Плєханова вул., 4б",,1,Livoberezhna,"50.451864, 30.59815699999999",590.0,7 mins,440.0,"50.44697571,30.59952736",0.6,7.0
2,24011.0,52.0,Дарницький,"Зарічна вул., 6",,1,Slavutych,"50.3942606, 30.6048644",539.0,7 mins,398.0,"50.39503479,30.60703468",0.5,7.0
2,12000.0,82.0,Святошинський,"Котельникова Михайла вул., 25",,2,Sviatoshyn,"50.4577675, 30.39065719999999",1316.0,17 mins,1018.0,"50.45209503,30.38073921",1.3,17.0
2,18000.0,148.0,Подільський,"Почайнинська вул., 70",Тараса Шевченка,3,Tarasa Shevchenka,"50.4740062, 30.5038192",902.0,11 mins,656.0,"50.47450638,30.51413918",0.9,11.0
1,10000.0,79.0,Святошинський,"Сім’ї Стешенків вул. (Строкача Тимофія), 7",,2,Sviatoshyn,"50.4577675, 30.39065719999999",4224.0,52 mins,3121.0,"50.43449783,30.39873314",4.2,52.0
2,11000.0,76.0,Деснянський,"Мілютенка вул., 11",,1,Chernihivska,"50.459892, 30.63029200000001",1255.0,16 mins,951.0,"50.46992874,30.63197708",1.3,16.0
3,10000.0,110.0,Святошинський,"Наумова генерала вул., 27",,2,Akademmistechko,"50.4649376, 30.3550961",2240.0,28 mins,1667.0,"50.47291565,30.33281136",2.2,28.0
1,29552.0,52.0,Печерський,"Євгена Коновальця вул. (Щорса), 34Б",,3,Pecherska,"50.4272737, 30.539398",593.0,8 mins,478.0,"50.42731857,30.53315544",0.6,8.0
3,16000.0,156.0,Святошинський,"Ушакова Миколи вул., 1Д",,2,Akademmistechko,"50.4649376, 30.3550961",1686.0,22 mins,1327.0,"50.46004486,30.33764458",1.7,22.0
2,12000.0,99.0,Печерський,"Лесі Українки бульв., 5а",,3,Klovska,"50.4369687, 30.531807",966.0,12 mins,700.0,"50.43607712,30.53002357",1.0,12.0
2,18000.0,44.0,Голосіївський,"Юлії Здановської вул. (Ломоносова), 34Б",Васильківська,3,Vasylkivska,"50.393331, 30.488194",903.0,11 mins,675.0,"50.39067459,30.4790802",0.9,11.0
2,16500.0,141.0,Дарницький,"Гришка Михайла вул., 9",,1,Pozniaky,"50.3978642, 30.6347451",518.0,7 mins,402.0,"50.39531326,30.63398361",0.5,7.0
2,15000.0,86.0,Дніпровський,"Окіпної Раїси вул., 7а",,1,Livoberezhna,"50.451864, 30.59815699999999",647.0,8 mins,484.0,"50.44808578,30.59447098",0.6,8.0
3,35000.0,135.0,Голосіївський,"Саксаганського вул., 44Б",Площа Льва Толстого,3,Universytet,"50.4432683, 30.5046312",1322.0,17 mins,1023.0,"50.43666458,30.50834084",1.3,17.0
2,12000.0,84.0,Голосіївський,"Науки просп., 60А",,3,Holosiivska,"50.3973835, 30.5082507",2932.0,38 mins,2264.0,"50.38054276,30.53310013",2.9,38.0
1,9000.0,62.0,Солом'янський,"Островського Миколи вул., 13",,2,Vokzalna,"50.44133530000001, 30.489963",1212.0,15 mins,873.0,"50.43484879,30.48467636",1.2,15.0
3,28000.0,182.0,Дарницький,"Ахматової Анни вул., 35",,1,Pozniaky,"50.3978642, 30.6347451",1486.0,19 mins,1118.0,"50.40681458,30.62443542",1.5,19.0
2,27705.0,106.0,Печерський,"Джона Маккейна вул. (Кудрі Івана), 3А",Либідська,3,Lybidska,"50.41398259999999, 30.5248848",374.0,4 mins,261.0,"50.41469955,30.52752876",0.4,4.0
1,15000.0,85.0,Голосіївський,"Практична вул., 3",Васильківська,3,Vasylkivska,"50.393331, 30.488194",1408.0,18 mins,1069.0,"50.39502335,30.47081375",1.4,18.0
2,15000.0,84.0,Солом'янський,"Ернста вул., 16а",,2,,,,,,"50.41638184,30.4633255",,0.0
1,18000.0,73.0,Шевченківський,"Ростиславська  вул. (Рибалка маршала), 5Б",,3,Lukianivska,"50.46114710000001, 30.48363239999999",1296.0,16 mins,964.0,"50.45425034,30.4801445",1.3,16.0
1,7000.0,67.0,Святошинський,"Пономарьова вул., 26",,2,Akademmistechko,"50.4649376, 30.3550961",4167.0,52 mins,3115.0,"50.49132156,30.33859825",4.2,52.0
4,129290.0,342.0,Печерський,"Ломаківська вул. (Мічуріна), 28",,3,Druzhby Narodiv,"50.41703299999999, 30.547317",1281.0,17 mins,1018.0,"50.42126465,30.55757713",1.3,17.0
2,12300.0,130.5,Дарницький,"Драгоманова вул., 1а",,1,Pozniaky,"50.3978642, 30.6347451",2464.0,31 mins,1861.0,"50.41646957,30.63654137",2.5,31.0
4,77574.0,290.0,Шевченківський,"Тургенєвська вул., 22а",,3,Vokzalna,"50.44133530000001, 30.489963",1399.0,18 mins,1067.0,"50.45022583,30.49350548",1.4,18.0
1,8000.0,52.0,Солом'янський,"Єреванська вул., 25",,2,Politekhnichnyi instytut,"50.4511297, 30.46429349999999",3523.0,44 mins,2667.0,"50.4380455,30.46298981",3.5,44.0
2,24000.0,57.0,Шевченківський,"Просп. Перемоги, 5в",,3,Vokzalna,"50.44133530000001, 30.489963",1125.0,14 mins,866.0,"50.4465332,30.48665428",1.1,14.0
2,16000.0,103.0,Шевченківський,"Дегтярівська вул., 25а к1",,3,Shuliavska,"50.45422809999999, 30.44862209999999",1769.0,23 mins,1372.0,"50.46178436,30.45172501",1.8,23.0
3,28000.0,161.0,Оболонський,"Прирічна вул., 27",,2,Heroyiv Dnipra,"50.52273400000001, 30.49887",2031.0,25 mins,1481.0,"50.52291107,30.52204132",2.0,25.0
1,14500.0,71.0,Голосіївський,"Заболотного академіка вул., 1б",,3,Teremky,"50.3671113, 30.4541397",3277.0,41 mins,2445.0,"50.35361862,30.49013901",3.3,41.0
2,14999.0,81.0,Солом'янський,"Ернста вул., 16А",,2,,,,,,"50.41638184,30.4633255",,0.0
2,12000.0,111.0,Дарницький,"Драгоманова вул., 8а",,1,Pozniaky,"50.3978642, 30.6347451",2384.0,30 mins,1802.0,"50.41462326,30.63431549",2.4,30.0
3,25858.0,134.0,Солом'янський,"Солом'янська вул., 20А",,2,Vokzalna,"50.44133530000001, 30.489963",3143.0,39 mins,2317.0,"50.42280579,30.47931099",3.1,39.0
3,15000.0,182.0,Солом'янський,"Николая Голего вул. (Лебедєва-Кумача), 6",,2,Shuliavska,"50.45422809999999, 30.44862209999999",2747.0,36 mins,2174.0,"50.44005585,30.44023514",2.7,36.0
1,8000.0,60.5,Солом'янський,"Солом'янська вул., 41/2",,2,Palats Ukraina,"50.4214131, 30.5207637",3232.0,38 mins,2306.0,"50.42171478,30.49171638",3.2,38.0
2,7500.0,84.0,Солом'янський,"Волинська вул., 31",,2,,,,,,"50.42484283,30.44741058",,0.0
2,16500.0,81.0,Подільський,"Вишгородська вул., 45/7",,3,Minska,"50.51224200000001, 30.498551",4451.0,56 mins,3353.0,"50.50905609,30.44781494",4.5,56.0
3,25858.0,154.0,Подільський,"Вишгородська вул., 45Б/1",,3,Minska,"50.51224200000001, 30.498551",4403.0,56 mins,3336.0,"50.51000977,30.44973946",4.4,56.0
1,8000.0,77.0,Дарницький,"Ревуцького вул., 5",,1,Kharkivska,"50.40067610000001, 30.6520895",2837.0,36 mins,2157.0,"50.42141724,30.6412735",2.8,36.0
3,22164.0,218.0,Дарницький,"Чавдар Єлизавети вул., 2",,1,Osokorky,"50.395248, 30.616231",653.0,9 mins,519.0,"50.39258957,30.62253952",0.7,9.0
2,13000.0,109.6,Дніпровський,"Алма-Атинська вул., 41 б",,1,Lisova,"50.4646598, 30.64556570000001",5144.0,1 hour 3 mins,3759.0,"50.44499588,30.66186523",5.1,63.0
2,7500.0,130.0,Дарницький,"Вишняківська вул., 4",,1,Kharkivska,"50.40067610000001, 30.6520895",1158.0,16 mins,962.0,"50.39299011,30.64764786",1.2,16.0
2,7500.0,86.0,Святошинський,"Чорнобильська вул., 9",,2,Akademmistechko,"50.4649376, 30.3550961",1468.0,19 mins,1118.0,"50.45804977,30.34493256",1.5,19.0
1,7000.0,68.0,Дарницький,"Бориспільська вул., 26-З",,1,Chervonyi khutir,"50.40947300000001, 30.696203",3266.0,40 mins,2395.0,"50.42573547,30.67968369",3.3,40.0
2,7000.0,90.0,Солом'янський,"Донця Михайла вул., 13а",,2,Shuliavska,"50.45422809999999, 30.44862209999999",4255.0,54 mins,3223.0,"50.43123627,30.42864418",4.3,54.0
2,13000.0,156.0,Дарницький,"Пчілки Олени вул., 8",,1,Pozniaky,"50.3978642, 30.6347451",2651.0,33 mins,2003.0,"50.41678238,30.63365936",2.7,33.0
1,10000.0,77.0,Голосіївський,"Юлії Здановської вул. (Ломоносова), 83 а",Іподром,3,,,,,,"nan,nan",,0.0
2,23000.0,140.0,Шевченківський,"Сікорського Ігоря вул. (Танкова), 4 в",,3,,,,,,"nan,nan",,0.0
1,8000.0,56.0,Оболонський,"Олександра Архипенка вул. (Залки Мате), 10",Оболонь,2,Obolon,"50.5015363, 30.4982311",1724.0,22 mins,1299.0,"50.49539948,30.51646614",1.7,22.0
2,8500.0,92.0,Дніпровський,"Ентузіастів вул., 9/2",,1,Livoberezhna,"50.451864, 30.59815699999999",1846.0,24 mins,1411.0,"50.4382782,30.60164833",1.8,24.0
1,10000.0,60.0,Шевченківський,"Берестейський просп. (Перемоги), 88/2",,3,Nyvky,"50.4586495, 30.40437299999999",294.0,3 mins,208.0,"50.45860672,30.40056038",0.3,3.0
2,9000.0,83.0,Солом'янський,"Стадіонна вул., 14",,2,Vokzalna,"50.44133530000001, 30.489963",1370.0,17 mins,995.0,"50.43481445,30.48263741",1.4,17.0
2,29600.0,81.0,Печерський,"Джона Маккейна вул. (Кудрі Івана), 3а",Либідська,3,Lybidska,"50.41398259999999, 30.5248848",374.0,4 mins,261.0,"50.41469955,30.52752876",0.4,4.0
2,10000.0,86.0,Шевченківський,"Старокиївська вул., 9",,3,Politekhnichnyi instytut,"50.4511297, 30.46429349999999",1286.0,18 mins,1071.0,"50.45312881,30.47283936",1.3,18.0
2,18000.0,85.0,Шевченківський,"Шевченка Тараса бульв., 2",Площа Льва Толстого,3,Ploshcha Lva Tolstogo,"50.4401898, 30.5183801",275.0,4 mins,231.0,"50.44212723,30.51983833",0.3,4.0
1,8500.0,45.0,Святошинський,"Чорнобильська вул., 22",,2,Akademmistechko,"50.4649376, 30.3550961",840.0,11 mins,659.0,"50.46276093,30.34571648",0.8,11.0
1,7500.0,40.0,Святошинський,"Котельникова Михайла вул., 51",,2,Zhytomyrska,"50.45624509999999, 30.3654504",887.0,11 mins,644.0,"50.45123672,30.3685112",0.9,11.0
1,8999.0,40.0,Святошинський,"Велика Окружна вул., 2",,2,Zhytomyrska,"50.45624509999999, 30.3654504",3019.0,37 mins,2244.0,"50.43432999,30.3601532",3.0,37.0
1,8500.0,44.0,Святошинський,"Святошинський пров., 2",,2,Sviatoshyn,"50.4577675, 30.39065719999999",1651.0,21 mins,1232.0,"50.44891739,30.38602638",1.7,21.0
1,9000.0,40.0,Оболонський,"Тимошенка маршала вул., 1",Мінська,2,Minska,"50.51224200000001, 30.498551",1356.0,17 mins,1049.0,"50.50878143,30.4857769",1.4,17.0
1,9000.0,39.0,Оболонський,"Героїв Дніпра вул., 59",Героїв Дніпра,2,Heroyiv Dnipra,"50.52273400000001, 30.49887",822.0,10 mins,597.0,"50.52312088,30.50860977",0.8,10.0
1,6999.0,38.0,Святошинський,"Вернадського академіка бульв., 81",,2,Akademmistechko,"50.4649376, 30.3550961",661.0,8 mins,497.0,"50.46465302,30.36063576",0.7,8.0
1,9500.0,39.0,Оболонський,"Героїв Дніпра вул., 22А",Героїв Дніпра,2,Heroyiv Dnipra,"50.52273400000001, 30.49887",373.0,4 mins,268.0,"50.52141571,30.49538994",0.4,4.0
4,92350.0,255.0,Шевченківський,"Тургенєвська вул., 22А",,3,Vokzalna,"50.44133530000001, 30.489963",1399.0,18 mins,1067.0,"50.45022583,30.49350548",1.4,18.0
1,8500.0,53.0,Солом'янський,"Романа Ратушного вул. (Волгоградська), 21",,2,Vokzalna,"50.44133530000001, 30.489963",2284.0,28 mins,1674.0,"50.42466354,30.49129295",2.3,28.0
1,11000.0,94.0,Дарницький,"Вишняківська вул., 9",,1,Kharkivska,"50.40067610000001, 30.6520895",1012.0,14 mins,845.0,"50.3943367,30.64932251",1.0,14.0
1,15500.0,48.0,Голосіївський,"Володимирська вул., 89",Олімпійська,3,Olimpiiska,"50.4312893, 30.5168687",1117.0,14 mins,829.0,"50.43518829,30.50927544",1.1,14.0
3,10000.0,123.0,Деснянський,"Милославська вул., 35",,1,,,,,,"50.53281403,30.60263252",,0.0
3,48022.0,176.0,Печерський,"Лейпцизька вул., 13",,3,Pecherska,"50.4272737, 30.539398",1085.0,15 mins,912.0,"50.43138885,30.54958534",1.1,15.0
2,25858.0,110.0,Печерський,"Шовковична вул., 48",,3,Palats Sportu,"50.439721, 30.51948599999999",523.0,7 mins,418.0,"50.43993378,30.52584648",0.5,7.0
4,59104.0,255.0,Шевченківський,"Глибочицька вул., 32А",,3,Lukianivska,"50.46114710000001, 30.48363239999999",1035.0,15 mins,877.0,"50.46153641,30.49326134",1.0,15.0
1,15000.0,69.0,Дарницький,"Ревуцького вул., 40в",,1,Kharkivska,"50.40067610000001, 30.6520895",359.0,5 mins,287.0,"50.40308762,30.65024376",0.4,5.0
1,14000.0,67.0,Голосіївський,"Рудницького Степана вул. (Вільямса академіка), 8-Г",Іподром,3,Ipodrom,"50.37657470000001, 30.4688445",1622.0,20 mins,1184.0,"50.37550735,30.46949768",1.6,20.0
3,30000.0,209.0,Солом'янський,"Чоколівський бульв., 42А",,2,Politekhnichnyi instytut,"50.4511297, 30.46429349999999",2756.0,35 mins,2105.0,"50.43857574,30.45181847",2.8,35.0
1,9000.0,52.0,Солом'янський,"Романа Ратушного вул. (Волгоградська), 41",,2,Vokzalna,"50.44133530000001, 30.489963",2566.0,31 mins,1869.0,"50.42277145,30.48696136",2.6,31.0
4,29998.0,215.0,Печерський,"Кропивницького вул., 16",,3,Palats Sportu,"50.439721, 30.51948599999999",536.0,7 mins,425.0,"50.44036484,30.52513123",0.5,7.0
1,7500.0,56.0,Солом'янський,"Героїв Севастополя вул., 17Б",,2,Beresteiska,"50.4593178, 30.4186364",2642.0,34 mins,2031.0,"50.43974686,30.41963196",2.6,34.0
4,29998.0,306.0,Шевченківський,"Хрещатик вул., 10",Майдан Незалежності,3,Maidan Nezalezhnosti,"50.4481226, 30.5250038",634.0,9 mins,542.0,"50.4517746,30.52591133",0.6,9.0
1,29552.0,87.0,Солом'янський,"Солом'янська пл., 20 в",,2,Vokzalna,"50.44133530000001, 30.489963",2987.0,37 mins,2204.0,"50.42316437,30.47993088",3.0,37.0
3,33246.0,145.0,Солом'янський,"Липківского Василя вул. (Урицького), 37в",,2,Vokzalna,"50.44133530000001, 30.489963",1995.0,25 mins,1472.0,"50.4305954,30.47792435",2.0,25.0
3,12000.0,150.0,Святошинський,"Палладіна академіка просп., 7/60",,2,Akademmistechko,"50.4649376, 30.3550961",539.0,7 mins,392.0,"50.46173477,30.35454369",0.5,7.0
2,12500.0,96.0,Голосіївський,"Деміївська вул., 45",Голосіївська,3,Holosiivska,"50.3973835, 30.5082507",433.0,5 mins,299.0,"50.39959717,30.50729752",0.4,5.0
2,18000.0,124.0,Дарницький,"Ревуцького вул., 54",,1,Kharkivska,"50.40067610000001, 30.6520895",1618.0,20 mins,1224.0,"50.4141655,30.64439964",1.6,20.0
2,23000.0,99.0,Голосіївський,"Максимовича вул. (Трутенка Онуфрія), 3д",Васильківська,3,Vasylkivska,"50.393331, 30.488194",891.0,11 mins,668.0,"50.39063263,30.47959518",0.9,11.0
